feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,label
0.0,0.0,0.0,0.3512400100284293,-0.1848020052763745,-0.0859210024531735,0.5667010161801643,-0.5878670167844855,-0.0898050025640675,0.589032016817748,-1.00020802855744,-0.090834002593447,0.5706010162915153,-1.2934760369306817,-0.0635260018137626,0.3966480113248959,-0.9614040274495276,-0.0009990000285229,0.4027500114991171,-1.2525360357617834,-0.1244210035524063,0.3685990105240548,-0.8956950255734369,-0.1669560047668444,0.3547810101295302,-0.7653620218522341,-0.1720330049118004,0.1740580049696172,-0.9847330281156056,0.0021620000617283,0.1955530055833317,-1.2620050360321375,-0.1336800038167646,0.1919340054800038,-0.8424460240530981,-0.1410670040276746,0.1744260049801241,-0.7335060209426976,-0.1078540030793936,-0.0375780010729083,-0.970208027700895,-0.0180370005149834,-0.0142270004062022,-1.262876036057006,-0.1750030049965983,0.0069760001991752,-0.838045023927443,-0.107280003063005,-0.0049910001425005,-0.6970750199025377,-0.0139500003982934,-0.2532780072314671,-0.920785026289794,-0.0425100012137243,-0.2164310061794299,-1.1817430337405368,-0.1357230038750954,-0.1681890048020484,-0.8890910253848828,-0.0700810020009177,-0.1625010046396475,-0.7463290213088134,0.0118970003396772,A
0.0,0.0,0.0,0.3494178236207408,-0.184148907045246,-0.0840519575722215,0.5632927156608931,-0.5867497038202659,-0.0879949555818735,0.586781703804113,-0.99964849539706,-0.08972995470608,0.5671857136957841,-1.293595347018459,-0.0637719678091623,0.391645802304886,-0.9598695154767084,0.0004759997597246,0.3989147986356393,-1.2521783679249368,-0.121505938666187,0.3648058158531843,-0.894437548505481,-0.1619289182614603,0.3510558227939109,-0.7586596170435158,-0.1652829165684278,0.1708859137401448,-0.9852885026457024,0.0021379989207801,0.1936319022584162,-1.2653023613002026,-0.1342349322408408,0.1901189040317087,-0.8437985740670413,-0.1406829289860187,0.1725499129001906,-0.7270376330056727,-0.1057619466134451,-0.0399589798294912,-0.9695425105939702,-0.019255990279954,-0.0166789915807724,-1.2611153634137169,-0.1767189107957623,0.0055909971777743,-0.8363425778306819,-0.1085549452035943,-0.0063779967805124,-0.6925646504069577,-0.0141919928361605,-0.2549258713184236,-0.9157915377264064,-0.0446289774721681,-0.2187338895874257,-1.1799284043953004,-0.1386999299869976,-0.1683289150308675,-0.8871005522090527,-0.0730879631066307,-0.1618499183013379,-0.7419306254879824,0.0092419953348221,A
0.0,0.0,0.0,0.3462780780772315,-0.185678041865854,-0.0870900196366679,0.5588301260025162,-0.5836341315952124,-0.0937740211437466,0.586682132282462,-0.9920722236880056,-0.0983290221707879,0.5680811280883907,-1.2880172904163751,-0.0752890169758306,0.3940260888432393,-0.9604142165499,0.0022890005161135,0.3990420899742249,-1.2545342828667765,-0.1214280273790482,0.3636870820025358,-0.9000802029460566,-0.1650760372206062,0.3498900788916493,-0.7646821724171146,-0.1700740383475331,0.1736530391545102,-0.9847922220465436,0.0053760012121566,0.1937820436931081,-1.264954285216232,-0.1309740295314381,0.1898900428155571,-0.8460901907726303,-0.1392070313877785,0.1728950389835997,-0.7292781644343772,-0.1050620236889149,-0.0371120083678495,-0.9690892185059008,-0.0152570034400808,-0.0156160035210265,-1.261390284412637,-0.1722590388401972,0.0060930013738226,-0.8390321891812237,-0.1053190237468622,-0.0045190010189241,-0.6937681564277396,-0.011338002556442,-0.2511210566216521,-0.9162292065872616,-0.0403120090893714,-0.2150400484862679,-1.1808112662440406,-0.1340160302173348,-0.1658670373989574,-0.8878472001878139,-0.0684710154385381,-0.1584880357351731,-0.7396581667748138,0.0144250032524851,A
0.0,0.0,0.0,0.3453750404693227,-0.1845990216303916,-0.083979009840241,0.5591620655198188,-0.5836600683903724,-0.0874900102516425,0.5830130683145602,-0.990587116072052,-0.0890920104393569,0.5650780662130263,-1.2836231504085511,-0.0630430073870648,0.3967620464905955,-0.9595881124397436,0.0049560005807194,0.4002050468940291,-1.2526821467830391,-0.1179340138189188,0.3641090426644796,-0.8985601052887865,-0.1615720189322024,0.3510860411385093,-0.7649140896288137,-0.1670250195711578,0.1759990206226864,-0.9843681153433408,0.0066150007751127,0.1965740230335624,-1.262812147970022,-0.12898501511382,0.1904590223170372,-0.8446500989718811,-0.137567016119416,0.1726330202282753,-0.7308440856366608,-0.1040370121905376,-0.0341490040014097,-0.9702021136834392,-0.0152790017903171,-0.013216001548585,-1.2620441478800315,-0.1720780201632432,0.0064710007582395,-0.8389450983033977,-0.106108012433207,-0.0055380006489152,-0.6963420815938882,-0.0131490015407343,-0.2484400291109621,-0.9187731076572452,-0.0413850048492882,-0.2131900249805426,-1.181095138394831,-0.1352900158526085,-0.1648330193143101,-0.8883991040981711,-0.0704000082491214,-0.1582180185391974,-0.7432280870877561,0.0118400013873522,A
0.0,0.0,0.0,0.3529288276357789,-0.181502911357176,-0.0876079572138172,0.5680017225979664,-0.5788937172785081,-0.0911579554800606,0.5837077149274366,-0.995361513882974,-0.0909069556026446,0.567403722890019,-1.2898063700812945,-0.0614179700045455,0.4013258039995484,-0.957140532549428,0.0041009979971448,0.4032748030476916,-1.2543373874037205,-0.1164189431430393,0.3664748210201544,-0.8988825610015948,-0.1585479225679881,0.3553488264538941,-0.770589623657605,-0.1644419196894637,0.1826429108004204,-0.9831395198519808,0.0088459956797715,0.2008149019255401,-1.2641083826317383,-0.1232359398137383,0.1940609052240731,-0.8477555859711086,-0.130568936232432,0.1779079131129098,-0.7423996374250975,-0.0978369522181563,-0.0253509876190243,-0.9703545260959464,-0.0101739950312,-0.0061679969876589,-1.2653543820232145,-0.1640969198579556,0.0127499937731276,-0.844373587622817,-0.0972309525141159,0.0028719985973664,-0.7077366543538878,-0.0053179974027837,-0.2377718838764012,-0.9210875501570692,-0.033824983480474,-0.206464899166181,-1.1808614232880867,-0.126219938356406,-0.1581799227477127,-0.8880015663156808,-0.0619039697671918,-0.1484189275148108,-0.746988635183912,0.0189469907466235,A
0.0,0.0,0.0,0.3550871043578071,-0.1789570525943222,-0.0862150253380392,0.5722121681694615,-0.5831101713723142,-0.0887470260821779,0.5919441739685706,-0.9995752937687248,-0.0879220258397156,0.5744491688269016,-1.2922013797696417,-0.0589520173256172,0.3965211165349958,-0.958319281643849,-0.0015580004578862,0.404388118847057,-1.2526493681455608,-0.1205860354394572,0.3687451083718063,-0.8986842641175025,-0.1602140470858739,0.3529101037180007,-0.7634012243586906,-0.1641660482473415,0.1783680524212189,-0.983958289178988,0.0033050009713184,0.1996900586876188,-1.2560823691544978,-0.1266910372336778,0.1945980571911125,-0.8411892472200883,-0.1320800388174705,0.1761580517717139,-0.7358192162525166,-0.0993930292109695,-0.030111008849431,-0.9703012851652824,-0.0148640043684349,-0.0074740021965609,-1.2626183710753869,-0.1681370494143931,0.0136820040210526,-0.8418572474164091,-0.1007990296241839,0.0008840002598019,-0.703456206741237,-0.0095180027972795,-0.2445710718778588,-0.9212492707492124,-0.0373290109707552,-0.2091670614728487,-1.1804043469132155,-0.1315940386746382,-0.1592860468131406,-0.8894692614092726,-0.0682440200564768,-0.1529550449525001,-0.7479122198065722,0.0116890034353226,A
0.0,0.0,0.0,0.3523539589024937,-0.1860719782971239,-0.0827869903439743,0.5683239337124053,-0.5852819317344753,-0.0850499900800248,0.5897809312097255,-0.9976978836315188,-0.0863469899287467,0.5733719331236218,-1.29168684934153,-0.0610409928803621,0.3956299538549117,-0.9558078885174418,0.0107579987452193,0.4075839524606333,-1.2457708546970332,-0.10857798733579,0.3678709570926377,-0.89477589563603,-0.1483409826979538,0.3508029590833976,-0.7571599116871446,-0.1517239823033709,0.1785129791787828,-0.983867885244608,0.0117089986342976,0.2034139762744054,-1.2613728528772632,-0.1239839855388807,0.1916519776462895,-0.8429719016782921,-0.131248984691513,0.1719689799420552,-0.7234039156243425,-0.0965029887441815,-0.0307899964087474,-0.9718538866458848,-0.0111849986954153,-0.0074489991311711,-1.2604158529888847,-0.1711219800408467,0.0071279991686116,-0.8365609024260517,-0.1062909876025388,-0.0069289991918223,-0.6911209193897341,-0.0131799984627246,-0.2466289712339383,-0.920336892654672,-0.0378429955861067,-0.2104679754516481,-1.1825878620665076,-0.1359659841413364,-0.1627399810184979,-0.8866118965882542,-0.0736089914144685,-0.1557529818334405,-0.7375909139696136,0.007029999180042,A
0.0,0.0,0.0,0.351254074714384,-0.1813900385830257,-0.0879290187031637,0.5696521211692915,-0.5792411232089443,-0.0935970199087902,0.5875781249822873,-0.99597521185142,-0.0962660204765067,0.5716351215910905,-1.2928702750032333,-0.0705000149958835,0.3968590844149127,-0.9572042036045348,0.0013960002969397,0.401235085345721,-1.2532642665787372,-0.1214610258356738,0.3652370776886739,-0.8971611908329342,-0.1625180345688085,0.3532300751346942,-0.7626221622154709,-0.1664490354049619,0.1760180374403606,-0.984375209384012,0.0048060010222725,0.1968000418608493,-1.264639268998286,-0.1298360276170997,0.189247040254269,-0.8453031798023453,-0.1349160286976542,0.1725540367035416,-0.7353811564211039,-0.0999840212673534,-0.0350660074588035,-0.9705572064448188,-0.0160270034090641,-0.0122470026050295,-1.2604372681044886,-0.1742910370730147,0.0048370010288665,-0.8364351779160546,-0.1061520225793337,-0.0074480015842459,-0.7000191488993389,-0.0122750026109853,-0.2509870533868343,-0.9181321952936248,-0.041230008769933,-0.2177160463098408,-1.1811822512463503,-0.1359570289190828,-0.1689840359441756,-0.8870681886860767,-0.0708450150692676,-0.1606190341648768,-0.7448801584416131,0.0106900022738439,A
0.0,0.0,0.0,0.3476950324613312,-0.1780340166215236,-0.0904010084399741,0.5654610527922945,-0.5794860541016896,-0.0970590090615751,0.5868020547847226,-0.9932330927297356,-0.1001400093492219,0.5685150530774206,-1.2883711202842658,-0.075184007019292,0.3955660369306402,-0.9597450896032452,-0.0030010002801779,0.4009540374336721,-1.2529801169801085,-0.1260540117685921,0.3671180342746919,-0.8967840837251111,-0.167723015658873,0.3544540330923617,-0.7629010712255917,-0.171839016043149,0.1748820163272481,-0.9845880919226254,0.0016030001496585,0.1963930183355476,-1.264187118026411,-0.1332270124382743,0.1907780178113227,-0.8442430788198038,-0.139146012990881,0.1724500161001929,-0.7326940684054204,-0.1044730097537573,-0.0360960033699771,-0.9692570904913,-0.0177820016601544,-0.0122480011434918,-1.2608911177186914,-0.1760610164373213,0.0066110006172129,-0.83641507808897,-0.1086170101406474,-0.0062070005794949,-0.6964210650189182,-0.0149560013963147,-0.251471023477713,-0.915638085485349,-0.0416760038909344,-0.2166710202287323,-1.1810451102641482,-0.1377620128616687,-0.1674340156318915,-0.8874490828535814,-0.0732580068394777,-0.1592120148642732,-0.7412370692030079,0.0084160007857304,A
0.0,0.0,0.0,0.3564169947624522,-0.1760439974130334,-0.0861919987334085,0.5773789915154156,-0.5788029914944899,-0.0890599986912633,0.597917991213595,-0.9953549853732584,-0.0884389987003889,0.5829329914337996,-1.2893459810530608,-0.0589219991341412,0.4097119939792822,-0.957346985931786,-0.0008759999871271,0.417635993862839,-1.2554739815508096,-0.1238519981799948,0.3794409944241145,-0.8923579868867992,-0.1653889975696086,0.3652899946320635,-0.7605189888241733,-0.1701689974993665,0.1864899972595294,-0.9824529855628532,0.0027589999594564,0.2069069969595016,-1.2640239814251677,-0.13086899807688,0.1986969970801476,-0.8415019876341282,-0.1359309980024939,0.1806449973454217,-0.7356349891898438,-0.1019169985023296,-0.0262709996139476,-0.9692959857561956,-0.0173099997456295,-0.0036849999458489,-1.2609949814696788,-0.1733429974527246,0.0115369998304637,-0.8326369877643993,-0.1035529984782886,-0.0017349999745041,-0.6991789897255647,-0.0097109998572968,-0.2430279964287035,-0.9203099864760446,-0.0416119993885116,-0.2128579968720517,-1.1839069826024868,-0.1329789980458736,-0.1677609975347521,-0.8870779869643889,-0.0653269990400197,-0.1603629976434657,-0.747212989019705,0.016996999750229,A
