feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,label
0.0,0.0,0.0,-0.21302122327933098,-0.14909566701408702,-0.08458433268369035,-0.3286315941724896,-0.4562100169140271,-0.12649271339664236,-0.18868618452096061,-0.7180982603354519,-0.1665579131287259,0.005716385946145521,-0.7830741772692457,-0.20853194138346226,-0.4020608945637458,-0.8680978435018005,-0.04655925655782837,-0.4688345441802495,-1.2324568498376995,-0.10102651699521846,-0.48674117365465946,-1.4563149673223559,-0.16167979579305755,-0.49584598271905905,-1.6568682074735654,-0.21656114072477975,-0.254929603992283,-0.9649178680119136,-0.0628044982440034,-0.3258390487412012,-1.3543037372003721,-0.10060233287907339,-0.35509765313339836,-1.5963714728138276,-0.15887715073995615,-0.3884365047380386,-1.8081352931774428,-0.21101644834945485,-0.10299594324874917,-0.9700585755147193,-0.09269937881041813,-0.16114956564787622,-1.340825791890953,-0.12768446877057377,-0.20024520168591387,-1.5601390795597692,-0.18060648707057822,-0.24915262031525962,-1.75289541167136,-0.2279585639407254,0.055694364487666924,-0.9048251182246948,-0.1348198515814427,0.013114358924151871,-1.1871297471410545,-0.17340040690701847,-0.03186430681994544,-1.3693319744580832,-0.2022954249139484,-0.08072122734022628,-1.5306784827313125,-0.23014008225232863,B
0.0,0.0,0.0,-0.21487953572671548,-0.1484794911293419,-0.08231686015662229,-0.32791367783058983,-0.4402608358290825,-0.12833469250976595,-0.20335739790042343,-0.6975313319408233,-0.1734887433774664,-0.02332715146068248,-0.7751453817878105,-0.21974904070898008,-0.40664407684882226,-0.8670143518214684,-0.04513384545283629,-0.4717661289560372,-1.234000250645644,-0.10275968864544471,-0.48907206678719745,-1.4558607572079298,-0.16500246913451563,-0.49860397124936895,-1.6543284447112243,-0.21935503511912877,-0.2617560982115863,-0.9631062535617375,-0.06253070765088532,-0.33137385512607875,-1.3550963532803215,-0.10106748515057061,-0.35815613252853395,-1.5950912196831983,-0.15703648432431724,-0.38770655176738034,-1.8028129871942824,-0.20667613729186307,-0.11174604690628363,-0.9680818369720391,-0.09357632758968015,-0.17139748293902496,-1.3406040194689968,-0.1273345244739896,-0.20845926515362595,-1.5575899696953017,-0.17400398145650267,-0.25542170065166947,-1.746298441819203,-0.21641514725639227,0.04702305174263603,-0.9031921471357619,-0.1369068397658894,0.005056405069758156,-1.1863558823959348,-0.17144294512246933,-0.04152717889958221,-1.3630320299682237,-0.1935678743987338,-0.09464216322376504,-1.5154919878258066,-0.21571806044357847,B
0.0,0.0,0.0,-0.2202081199066728,-0.15800148403481587,-0.07811200282357403,-0.3358310459458571,-0.44896141608509343,-0.11984188336163719,-0.20270915164187422,-0.7062565203965248,-0.16229194910849676,-0.021268448293818236,-0.7909114824574621,-0.20696386283994114,-0.40303300901064254,-0.8728338268821861,-0.03334815055483652,-0.4681816780758806,-1.237385450339124,-0.0902734282288529,-0.4830093210626612,-1.4618329583543148,-0.1537059112646187,-0.48818341763365974,-1.6645574330857378,-0.20925721857575388,-0.25872525933599155,-0.964496548563469,-0.05298724365995926,-0.32805713184806856,-1.3548880086963018,-0.09134604449727313,-0.35441795356862477,-1.5989133174584198,-0.14959932326552408,-0.3805795751250457,-1.8120115238144214,-0.20115641190092304,-0.10864070490142023,-0.9653495338816889,-0.0869891793688805,-0.166766291256764,-1.3365105166307019,-0.12282477812714868,-0.20423124520372768,-1.5575001141043663,-0.172144695688414,-0.249311774656475,-1.7520318436236655,-0.21608110112151308,0.05190951969502275,-0.8957418457577324,-0.13304527885623857,0.010128562191796723,-1.1813080502868112,-0.17077072532553286,-0.03554446005683984,-1.3608640136203571,-0.19479732973814595,-0.08671847145351728,-1.5189778669785314,-0.2181548259071255,B
0.0,0.0,0.0,-0.2223116005300656,-0.1529011033350465,-0.08374066969142478,-0.3439700699537889,-0.4629543903788952,-0.12765999465726072,-0.22060708571033646,-0.730257016809357,-0.1700483182880106,-0.03331969238925665,-0.8136761762204137,-0.21370737302688184,-0.41344180720221146,-0.8682410638028815,-0.04674657409796155,-0.4779428934493879,-1.2387791102581975,-0.10357224031857311,-0.494268471019189,-1.4642445735385403,-0.1656288277673954,-0.5031227620737702,-1.6667297067792413,-0.22017330199872873,-0.2676343433863971,-0.9614382184073547,-0.0633120085435929,-0.33633547662949304,-1.357477643767421,-0.10043879091943027,-0.3654653286983974,-1.6018254568471588,-0.15872401174615722,-0.39872378103425066,-1.8165177740662795,-0.21080867716578552,-0.1183106798376684,-0.9659699823592094,-0.09319715460447313,-0.172931704135756,-1.3420553569853204,-0.1247357821072463,-0.2114006643486855,-1.5661939524419222,-0.17427388197284813,-0.25774407476174105,-1.760013618126036,-0.2199181351095477,0.03724415914486063,-0.9020915033216347,-0.13549872149290143,-0.00034192363150255717,-1.1858064640642192,-0.16662397863520137,-0.0397294846454837,-1.3697919978392967,-0.18868570787379174,-0.0809950739638371,-1.5310880918283984,-0.2121763716917958,B
0.0,0.0,0.0,-0.22305382906684335,-0.1593373321146516,-0.08102575267461648,-0.33128276706616994,-0.47320842182690315,-0.1241452595334378,-0.2208978537239023,-0.7462388859810668,-0.16605107005905953,-0.05205579420664117,-0.8444817149097638,-0.20811051303192168,-0.41528898921725127,-0.8669837473489159,-0.042965874411580854,-0.47987094895556426,-1.2464558920328421,-0.10043465184266076,-0.4992593637973098,-1.4751787584028582,-0.16031033761384114,-0.5102799313460251,-1.676959614608473,-0.2114033684844421,-0.2681449523319172,-0.9614779445649457,-0.06048509447856752,-0.3398400943774633,-1.3674312020715518,-0.09794580619736537,-0.3709250595357822,-1.6125415294805503,-0.153745111035099,-0.40377167675579173,-1.824431400714587,-0.2027436195416551,-0.11524481975664072,-0.9696614329212873,-0.0911296466214638,-0.17386071946044937,-1.3547309197663409,-0.12302886375015715,-0.21265803347023918,-1.580140446357538,-0.1687703643752156,-0.2585429243793887,-1.7749873581110336,-0.2109629554690195,0.04370331015833505,-0.9096372357844412,-0.1338343458727359,0.0008296152150984624,-1.193452697734885,-0.16359295090321221,-0.04263812519080122,-1.3749745552310582,-0.1818393645538037,-0.08889685505490251,-1.533487393212186,-0.20181670377663766,B
0.0,0.0,0.0,-0.2200096982331833,-0.1525290849842349,-0.08070889889417476,-0.3329101516071245,-0.4559209407640093,-0.121390477507141,-0.20083686227675204,-0.72612452038673,-0.16124912181219325,-0.015308622684487233,-0.819816358051722,-0.20180802698795494,-0.4028493449933812,-0.8721212448398215,-0.03460924347133992,-0.4699108239985474,-1.2427943695330868,-0.08612697570404337,-0.4881329408166432,-1.4656511137880597,-0.1450357825283223,-0.49725166631551637,-1.663962947815684,-0.19666596541179662,-0.2591936386336104,-0.9645403455938161,-0.049805415505056294,-0.33228656163466797,-1.362211849258521,-0.0800137494166822,-0.3649994782225539,-1.6040420851344677,-0.13323868698381594,-0.3982388683117761,-1.8119071130843982,-0.18168447189318823,-0.11136192401566723,-0.9695648451259866,-0.07883301758358818,-0.16856352550551587,-1.3424103119364164,-0.1034903784617072,-0.2080285925328701,-1.5609734858892292,-0.14667142835771657,-0.2544144859758489,-1.748750738496911,-0.18804815644817544,0.04595142501954599,-0.9075789795851597,-0.12069532802964843,0.004881380522098601,-1.1918337791610207,-0.14426396215257686,-0.036183552582131934,-1.3659533890932605,-0.1597974861386058,-0.08148583066313707,-1.5163868028585838,-0.17859207899698962,B
0.0,0.0,0.0,-0.21707562426062485,-0.1495054036003629,-0.08461399933128115,-0.32875736037185743,-0.44973108199177575,-0.12606194782024344,-0.20948649167612388,-0.721806314132039,-0.16518181678897703,-0.04282039711442462,-0.8278152625913607,-0.20291907084613378,-0.40482151308081404,-0.8694411210873274,-0.03623772685526272,-0.4751010489905997,-1.2420050083267193,-0.08810611861162418,-0.49375618401077287,-1.4623185947148238,-0.14613019661033702,-0.5029363403721987,-1.6564489112149416,-0.1954366842658355,-0.26136504971859986,-0.9640485796691971,-0.047944205316150644,-0.33732245642335384,-1.3658761214892803,-0.0769435364578639,-0.3699460685648991,-1.610029648815971,-0.12838494419741486,-0.4022443595507792,-1.819607637067126,-0.17460088087409442,-0.11456387822470349,-0.971276809096632,-0.07364965975675432,-0.1740061531363941,-1.3406230667807735,-0.09583757920172861,-0.2141579001457531,-1.5600115211324552,-0.13590799592217132,-0.2583914110300982,-1.7449159329836317,-0.1750939457506494,0.043928522300909024,-0.9129121605130823,-0.11253062100179635,0.0036141147137174635,-1.1876001281847812,-0.13141958060260378,-0.03610556513577375,-1.3579210026046562,-0.1427041581897385,-0.07806182793046285,-1.5051186592570194,-0.1582077445144055,B
0.0,0.0,0.0,-0.21827128944893387,-0.15405205052890514,-0.08670317893306864,-0.3312726482186831,-0.4615641980378373,-0.1341057896427949,-0.21763300910057837,-0.739545584590998,-0.17978401392752838,-0.041246293801393906,-0.8400644446126654,-0.22447393315674366,-0.410563539235365,-0.8713607713707427,-0.042898616316088455,-0.4791580869949276,-1.2479873562778174,-0.09681271606347393,-0.4972100965246279,-1.4686882289882337,-0.15551906584569003,-0.5055952472300405,-1.665633748411063,-0.2064785452708491,-0.266780595923954,-0.9620943818583467,-0.056590759272747364,-0.3425660924468446,-1.3656162475731444,-0.08836579629209151,-0.37216891731291435,-1.6077973129745897,-0.14041652921605197,-0.40219897821860906,-1.8186099877076594,-0.18830814503137316,-0.11583758838219999,-0.968868389426378,-0.08438169153703362,-0.1768757204047794,-1.3452633403360656,-0.10988202093826979,-0.21596009689722717,-1.564759716260069,-0.1526313620115977,-0.26195746135613845,-1.752635477829653,-0.19407325785522958,0.043130250313475546,-0.9118246570031847,-0.1254117936075329,-0.001811892601783434,-1.1927966958337208,-0.14893036547556845,-0.046764330361370725,-1.3687047008716389,-0.16486678449580003,-0.09534570074668905,-1.5193851898830206,-0.18429830316549453,B
0.0,0.0,0.0,-0.2197388639552377,-0.15613953984696988,-0.08337269948293488,-0.33026604346991184,-0.46859265390869087,-0.12244853370768469,-0.19283519815941833,-0.7384329411534034,-0.16100226482909097,-0.001771055625067256,-0.8022216556030801,-0.20049271034179006,-0.3946638782068227,-0.873637170287873,-0.03261096932746673,-0.4654651539465056,-1.2436598294800316,-0.08393063319140981,-0.48614453176521,-1.4644480182998325,-0.14323540334178333,-0.49677598417348945,-1.6631031304641681,-0.19643361464618792,-0.25379841346158893,-0.9660391822639254,-0.04852487666369246,-0.33326557698519915,-1.357933866559877,-0.08258442617004366,-0.3677243818058719,-1.6034246982888527,-0.14022051385286827,-0.4023879329415813,-1.820286876517825,-0.19136614334903018,-0.10591526876847301,-0.9701699391697904,-0.07884780592062432,-0.16719584085895045,-1.3346798038295864,-0.10973378754390704,-0.2060362168214081,-1.5582115932708787,-0.16052111098875477,-0.25342475143664694,-1.7542613085763727,-0.20593896232176565,0.05376638232863138,-0.9063249194834785,-0.1221772448402611,0.009566771570088733,-1.187876695948289,-0.15349319372512082,-0.03501161987127177,-1.3655760227686211,-0.17660905269276167,-0.08415585413795017,-1.5196834554388519,-0.20032379463188477,B
0.0,0.0,0.0,-0.22157502404122628,-0.15620599127871357,-0.0812623208277388,-0.33067603638398335,-0.46880112312242367,-0.11861460026912475,-0.19740440573204288,-0.739017545112314,-0.15565145593969,-0.012250652260263882,-0.8088635604284116,-0.1925967369671137,-0.398019011454213,-0.8754688508733347,-0.02498461513710794,-0.4676106527615841,-1.242611945148336,-0.07416019850409743,-0.4869583398653148,-1.4604832836225057,-0.13255938342750653,-0.49667033951848916,-1.6534157942811383,-0.18421765711966578,-0.25665319984459817,-0.9656698743677194,-0.0401351310968529,-0.3333418759954361,-1.356673250661258,-0.07062948726297487,-0.3665580340549307,-1.5990102812947338,-0.12514692481321896,-0.39936210622028845,-1.809759147524564,-0.17342711166949148,-0.10978782216631834,-0.9691700607277949,-0.06981040295487582,-0.1722773411500481,-1.3329401556470841,-0.09649932395045072,-0.21073360378930672,-1.552246163530471,-0.14209840875474689,-0.25466908257653215,-1.7415869131858865,-0.1836987341418639,0.04936890761362157,-0.9058156701143953,-0.11260628618300697,0.005789552438613081,-1.1857135668764127,-0.138959433487063,-0.037499816366447294,-1.3612112829769372,-0.1567503516573881,-0.08385693571674817,-1.512065245112047,-0.17613365112234047,B
